"job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","reskilling_urgency_score","year_category","risk_bracket"
"Data Analyst","Education","India",2023,18.15,17.52,88.15,95640.87,12.43,-6.94,65.07,56.04,"4",37.434,"Present","Low Risk"
"HR Manager","Healthcare","Singapore",2026,37.38,30.98,62.07,80374.65,-14.92,1,32.45,78.75,"2",38.049,"Future","Medium Risk"
"Financial Analyst","Technology","UK",2022,43.56,36.75,4.59,56965.86,23.9,2.44,22.93,43.39,"1",25.971,"Past","Medium Risk"
"Data Analyst","Education","USA",2022,5.08,4.14,86.33,109000.11,-6.06,10.36,38.99,44.38,"1",29.749,"Past","Low Risk"
"Marketing Specialist","Transportation","Singapore",2020,56.06,56.84,55.15,48833.14,13.1,3.98,55.85,19.97,"2",42.899,"Past","Medium Risk"
"Data Analyst","Education","UK",2025,28.94,31.89,13.5,99655.61,-0.99,8.87,13.93,63.31,"3",15.923,"Future","Low Risk"
"Mechanical Engineer","Healthcare","Germany",2025,13.3,11.66,4.84,50478.07,4.43,11.69,40.77,89.71,"2",8.101,"Future","Low Risk"
"Accountant","Technology","Australia",2024,56.56,55.38,6.83,117686.56,-14.77,-4.32,35.94,0.77,"5",29.104,"Present","Medium Risk"
"Customer Support Rep","Energy","Japan",2025,76.99,66.06,52.06,31929.77,-14.33,19.04,66.77,8.99,"3",50.713,"Future","High Risk"
"Customer Support Rep","Education","Canada",2025,43.64,36.84,64.61,43026.42,-9.8,8.14,94.9,41.64,"1",39.779,"Future","Medium Risk"
"HR Manager","Energy","Singapore",2021,18.86,15.4,32.94,136966.37,3.66,0.52,47.56,80.29,"3",18.524,"Past","Low Risk"
"Customer Support Rep","Education","USA",2026,86.2,103.37,6.82,125556.15,-2.02,0.31,68.16,44.73,"1",37.132,"Future","High Risk"
"Data Analyst","Finance","Australia",2026,39.57,46.95,81.87,73640.35,-5.46,6.21,50.76,60.84,"2",42.027,"Future","Medium Risk"
"Mechanical Engineer","Education","Brazil",2025,60.03,69.67,28.31,138260.45,-5.92,7.26,44.23,47.66,"4",34.281,"Future","Medium Risk"
"Accountant","Energy","Japan",2025,34.67,29.35,55.16,45810.41,-7.58,4.57,59.7,59.22,"5",32.69,"Future","Medium Risk"
"Financial Analyst","Healthcare","Singapore",2020,72.19,59.7,69.21,97536.59,-0.73,4.38,72.46,33.98,"2",49.858,"Past","High Risk"
"Data Analyst","Energy","Canada",2024,70,81.03,56.57,107007.79,14.23,-22.37,88.58,0.63,"5",49.24,"Present","High Risk"
"Software Engineer","Manufacturing","USA",2022,34.6,36.36,15.93,38196.05,23.56,22.32,39.72,88.22,"3",25.687,"Past","Medium Risk"
"Financial Analyst","Technology","Japan",2020,31.08,31.28,18.67,31339.24,9.31,-20.55,78.82,44.88,"5",20.826,"Past","Low Risk"
"Teacher","Finance","Canada",2026,29.51,30.74,38.12,58010.97,0.78,13.77,28.04,67.09,"2",23.474,"Future","Low Risk"
"Accountant","Manufacturing","Australia",2025,66.22,73.06,59.95,92354.6,7.26,14.68,61.43,65.77,"3",46.651,"Future","Medium Risk"
"HR Manager","Education","UK",2020,21.8,17.62,93.11,142234.16,-5.51,17.43,23.57,35.73,"3",38.306,"Past","Low Risk"
"Mechanical Engineer","Transportation","Japan",2022,60.84,56.83,79.59,110761.6,6.25,6.89,90.41,71.17,"4",50.088,"Past","Medium Risk"
"Truck Driver","Finance","India",2025,38.95,45.79,22.71,74709.98,-4.85,10.44,67.47,45.78,"2",23.848,"Future","Medium Risk"
"Truck Driver","Manufacturing","USA",2025,68.68,81.27,80.84,65498.72,-12.12,8.16,66.44,4.22,"3",55.36,"Future","High Risk"
"Mechanical Engineer","Energy","Singapore",2021,23.13,24.35,40.25,69011.01,8.79,8.73,71.07,46.34,"4",23.964,"Past","Low Risk"
"HR Manager","Education","India",2020,56.12,60.51,77.51,66845.81,3.41,-2.22,20.9,46.2,"4",46.724,"Past","Medium Risk"
"Software Engineer","Education","Brazil",2024,16.15,15.06,47.06,137541.2,-9.42,10.17,89.15,50.05,"4",23.404,"Present","Low Risk"
"Software Engineer","Finance","Australia",2025,14.3,14.45,19.09,74079.01,5.63,15.84,53.01,22.64,"2",13.136,"Future","Low Risk"
"Accountant","Finance","Germany",2021,29.75,35.44,34.29,103935.31,-4.35,5,95.02,8.79,"4",23.492,"Past","Low Risk"
"Financial Analyst","Transportation","USA",2020,56.11,63.09,74.87,127110.04,-3.73,21.43,90.66,91.24,"5",46.024,"Past","Medium Risk"
"Customer Support Rep","Retail","Japan",2023,55.59,55.25,48.56,63468.34,-3.32,-0.36,85.97,54.31,"1",37.8,"Present","Medium Risk"
"Accountant","Manufacturing","USA",2025,69.51,76.33,34.86,52237.5,7,6.08,85.55,76.38,"4",40.362,"Future","High Risk"
"HR Manager","Transportation","India",2025,63.49,64.2,16.95,64265.35,-17.65,12.49,80.34,37.32,"1",35.776,"Future","Medium Risk"
"Customer Support Rep","Energy","UK",2023,32.97,36.7,69.81,60378.82,-0.54,7.68,71.24,91.04,"1",34.293,"Present","Low Risk"
"Mechanical Engineer","Transportation","USA",2026,20.92,24.09,70.39,50107.53,8.2,8.6,81.91,76.06,"2",31.945,"Future","Low Risk"
"Customer Support Rep","Energy","Brazil",2024,36.29,31.8,54.77,99617.52,-0.48,11.83,37.23,19.08,"3",31.091,"Present","Medium Risk"
"Accountant","Education","Brazil",2026,13.79,11.41,57.42,51151.43,2.97,15.84,87.84,42.75,"5",23.633,"Future","Low Risk"
"Financial Analyst","Transportation","Brazil",2025,51.7,52.23,98.67,125618.39,16.67,19.92,32.39,73.48,"1",55.282,"Future","Medium Risk"
"Financial Analyst","Retail","Germany",2024,78.8,67.12,63.73,92145.76,5.07,-3.22,22.57,62.23,"4",52.16,"Present","High Risk"
"Teacher","Manufacturing","USA",2025,70.77,57.6,2.68,148781.79,-8.56,9.13,37.6,98.5,"5",31.68,"Future","High Risk"
"Software Engineer","Technology","Japan",2021,15.91,17.51,24.12,77816.12,-1.29,-14.46,66.29,2.82,"4",13.987,"Past","Low Risk"
"Marketing Specialist","Retail","Canada",2026,38.75,36.33,2.69,72644.13,-1.5,7.88,62.7,29.81,"3",16.757,"Future","Medium Risk"
"Mechanical Engineer","Energy","Canada",2026,17.47,16,47.08,65545.01,5.12,6.42,16.23,71.7,"3",22.648,"Future","Low Risk"
"HR Manager","Finance","USA",2023,10.09,8.07,13.29,87591.66,-0.05,0.09,70.85,23.76,"4",8.038,"Present","Low Risk"
"Marketing Specialist","Healthcare","Singapore",2021,50.55,45.73,21.41,128206.73,10.3,-0.48,29.52,35.59,"4",29.733,"Past","Medium Risk"
"Mechanical Engineer","Retail","Germany",2022,17.19,17.16,38.16,30714.79,-7.92,4.35,85.33,49.37,"4",20.7,"Past","Low Risk"
"Mechanical Engineer","Finance","Singapore",2020,58.3,65.79,5.12,70463.73,-0.27,-0.56,50.56,6.12,"3",24.937,"Past","Medium Risk"
"Customer Support Rep","Education","Brazil",2021,43.37,38.93,29.66,106891.49,-10.4,17.73,80.94,41.79,"5",29.366,"Past","Medium Risk"
"Financial Analyst","Education","USA",2023,46.57,39.97,23.29,117306.63,16.74,1.1,24.93,75.08,"5",30.637,"Present","Medium Risk"
"Marketing Specialist","Transportation","Australia",2024,48.91,54.28,55.76,102302.78,8.37,-4.55,85.96,87.13,"3",38.803,"Present","Medium Risk"
"Truck Driver","Manufacturing","Japan",2022,27.06,28.41,98.95,100429.88,-9.01,3.43,20.37,46.33,"4",43.212,"Past","Low Risk"
"Financial Analyst","Finance","Singapore",2023,52.89,61.46,70.53,131112.38,-17.14,-3.33,63.36,69.55,"5",47.457,"Present","Medium Risk"
"HR Manager","Manufacturing","Canada",2025,49.78,45.09,36.97,83796.56,16.57,5.75,25.47,55.66,"1",35.974,"Future","Medium Risk"
"Truck Driver","Manufacturing","USA",2023,89.83,79.56,34.59,76598.78,14.17,-11.43,45.44,67.41,"1",50.56,"Present","High Risk"
"Truck Driver","Energy","Singapore",2020,58.92,50.85,94.86,58741.96,-6.84,5.97,92.68,92.8,"2",54.078,"Past","Medium Risk"
"Mechanical Engineer","Technology","USA",2023,35.52,30.13,77,61470.32,5.13,7.48,63.12,86.12,"5",38.847,"Present","Medium Risk"
"Financial Analyst","Manufacturing","Singapore",2024,25.73,29.95,22.66,57096.01,1.47,15.18,81.95,80.25,"2",17.531,"Present","Low Risk"
"Accountant","Manufacturing","Germany",2025,55.29,48.41,69.21,37636.16,5.52,-6.56,91.7,77.17,"5",44.535,"Future","Medium Risk"
"Mechanical Engineer","Retail","USA",2021,33.27,37.58,96.66,69834.04,-5.17,-0.35,46.03,5.23,"2",43.857,"Past","Medium Risk"
"Teacher","Education","UK",2024,44.14,48.24,53.05,146406.03,-3.08,4.76,52.31,92.99,"3",34.495,"Present","Medium Risk"
"Software Engineer","Healthcare","Germany",2020,6.71,5.97,71.56,65292.08,-4.47,19.69,81.65,55.15,"2",25.493,"Past","Low Risk"
"Teacher","Education","Germany",2021,15.77,15.05,33.32,127209.74,12.86,10.79,43.49,69.17,"4",20.162,"Past","Low Risk"
"Customer Support Rep","Education","Australia",2026,29.57,24.09,28.75,122843.9,-23.96,13.96,90.7,49.74,"1",27.641,"Future","Low Risk"
"HR Manager","Energy","UK",2022,52.94,63.22,52.24,124020.31,-4.76,4.12,85.1,94.44,"5",38.276,"Past","Medium Risk"
"Software Engineer","Manufacturing","UK",2021,30.41,30.45,42.41,149628.7,4.91,18.59,12.26,44.47,"2",26.36,"Past","Low Risk"
"HR Manager","Energy","Japan",2020,20.48,23.54,1.27,134772.7,3.88,22.44,95.88,79.81,"3",9.737,"Past","Low Risk"
"Teacher","Education","USA",2024,58.61,68.58,16.03,75115.2,0.23,5.42,49.54,33.87,"2",28.322,"Present","Medium Risk"
"Mechanical Engineer","Education","Australia",2022,20.33,17.03,42.36,131171.82,-24.56,21.01,38.71,15.69,"4",28.208,"Past","Low Risk"
"Software Engineer","Healthcare","USA",2020,69.31,56.16,31.18,122325.53,-19.7,7.18,99.35,61.92,"4",42.988,"Past","High Risk"
"Data Analyst","Energy","Canada",2020,20.66,23.54,15.02,85628.89,-9.95,1.78,61.02,94.4,"2",15.755,"Past","Low Risk"
"Teacher","Retail","Canada",2026,56.59,58.91,30.93,102760.78,-2.84,13.77,31.78,48.1,"3",32.767,"Future","Medium Risk"
"Marketing Specialist","Retail","Japan",2026,36.33,35.9,9.57,70345.2,-3.61,16.81,97.11,70.88,"4",18.486,"Future","Medium Risk"
"Data Analyst","Healthcare","India",2024,25.62,23.08,68.54,66293.58,11.31,8.6,25.31,58.47,"5",34.203,"Present","Low Risk"
"Customer Support Rep","Finance","UK",2023,35.09,35.98,1.82,96936.85,-5.94,5.28,72.05,57.23,"1",16.364,"Present","Medium Risk"
"Teacher","Education","USA",2023,53.62,54.26,72.2,93000.46,4.36,7.4,93.08,26.2,"4",44.416,"Present","Medium Risk"
"Data Analyst","Healthcare","UK",2026,69.58,63.1,1.85,145467,4.32,-9.17,97.36,4.95,"2",29.683,"Future","High Risk"
"Financial Analyst","Manufacturing","USA",2022,28.85,30.11,76.26,126883.97,14.21,-3.62,74.38,30.81,"4",38.681,"Past","Low Risk"
"HR Manager","Retail","Singapore",2024,31.3,29.05,89.21,139141.29,2.09,4.53,94.98,62.83,"3",39.91,"Present","Low Risk"
"Customer Support Rep","Technology","Canada",2022,28.21,24.72,43.42,145084.27,0.48,4.33,27.21,50.79,"3",24.454,"Past","Low Risk"
"Mechanical Engineer","Education","Australia",2020,63.69,68.59,77.57,127631.12,-9.91,-9.15,83.42,3.86,"2",51.72,"Past","Medium Risk"
"Teacher","Manufacturing","Australia",2023,46.01,53.75,88.5,126516.47,2.57,11.47,36.9,48.99,"1",45.725,"Present","Medium Risk"
"Truck Driver","Energy","Japan",2026,78.38,88.2,34.33,69128.06,8.83,16.19,56.19,42.03,"5",44.3,"Future","High Risk"
"Marketing Specialist","Retail","Germany",2021,56,45.53,7.57,98770.41,6.53,-1.88,79.51,71,"2",26.63,"Past","Medium Risk"
"Truck Driver","Transportation","Germany",2024,88.25,75.57,25.92,60275.91,1.14,20.04,32.74,13.64,"5",43.418,"Present","High Risk"
"Software Engineer","Retail","Singapore",2020,62.51,67.32,52.85,145856.5,-3.06,8.32,55.73,48.61,"1",41.777,"Past","Medium Risk"
"Financial Analyst","Healthcare","Germany",2023,69.1,59.4,45.18,106384.87,23.32,12.4,86.72,74.44,"5",48.19,"Present","High Risk"
"Teacher","Healthcare","Singapore",2024,71.55,82.89,83.26,31125.39,-8.41,-11.49,71.01,30.69,"1",56.121,"Present","High Risk"
"Accountant","Healthcare","UK",2020,32.65,31.35,95.53,82458.94,0.39,11.06,68.17,79.59,"5",41.836,"Past","Low Risk"
"Truck Driver","Education","Australia",2025,28.91,27.46,64.22,137790.41,-8.61,18.02,91.9,66.46,"1",33.413,"Future","Low Risk"
"Teacher","Finance","Japan",2026,68.12,65,0.22,49940.23,-15.85,21.75,48.66,40.08,"5",32.069,"Future","High Risk"
"Software Engineer","Transportation","Japan",2020,5,4.24,6.29,36468.94,2.52,-0.31,20.28,26.15,"1",4.643,"Past","Low Risk"
"Mechanical Engineer","Finance","UK",2020,55.99,47.3,91.03,87298.1,0.8,0.83,39.59,57.24,"1",49.945,"Past","Medium Risk"
"Customer Support Rep","Manufacturing","Canada",2022,58.16,57.16,85.12,53020.08,-26.71,4.88,70.64,5.01,"5",56.813,"Past","Medium Risk"
"Software Engineer","Energy","Singapore",2024,37.06,36.74,97.36,120698.62,0.33,-7.17,80.54,52.46,"4",44.131,"Present","Medium Risk"
"Accountant","Finance","Singapore",2021,34.97,33.24,36.7,32394.54,7.09,19.75,34.18,63,"1",27.125,"Past","Medium Risk"
"Financial Analyst","Manufacturing","Germany",2026,31.61,28.37,74.12,127093.15,12.62,10.58,42.91,7.18,"2",38.666,"Future","Low Risk"
"Marketing Specialist","Finance","UK",2024,52.34,47.23,77.75,72972.91,6,24.38,83.57,83.23,"4",46.061,"Present","Medium Risk"
"Marketing Specialist","Healthcare","India",2020,14.78,13.57,87.09,78478.76,-13.49,5.63,59.74,26.46,"3",36.086,"Past","Low Risk"
"Customer Support Rep","Technology","Japan",2020,83.05,73.09,35.99,41408.88,6.32,6.26,25.58,1.97,"2",45.913,"Past","High Risk"
"Accountant","Transportation","USA",2026,39.57,43.5,97.51,36153.49,-5.68,17.37,23.84,19.23,"1",46.785,"Future","Medium Risk"
"Financial Analyst","Healthcare","UK",2024,74.67,83.91,31.17,142822.83,-3.12,-1.93,68.76,99.94,"2",40.155,"Present","High Risk"
"Truck Driver","Energy","Canada",2021,57.59,64.75,91.59,31155.41,-5.62,2.03,79.85,56.71,"4",52.199,"Past","Medium Risk"
"Software Engineer","Education","Canada",2024,6.69,6.48,51.4,113730.17,-1.06,5.72,53.89,16.11,"5",18.414,"Present","Low Risk"
"Mechanical Engineer","Energy","Brazil",2024,62.73,66.68,72.3,38999.31,12.38,5.38,74.2,86.17,"4",50.496,"Present","Medium Risk"
"Accountant","Healthcare","USA",2023,24.43,22.35,44.13,92790.86,-6.69,-8.95,71.83,64.54,"2",25.018,"Present","Low Risk"
"Accountant","Healthcare","Brazil",2026,17.73,21.18,56.27,88027.49,13.77,6.97,45.9,73.63,"1",28.104,"Future","Low Risk"
"Data Analyst","Healthcare","Singapore",2024,62.94,56.94,24.15,73282.26,-9.38,3.03,30.82,87.32,"5",35.235,"Present","Medium Risk"
"Software Engineer","Retail","Canada",2023,39.66,35.98,94.36,122917.33,12.73,-1.6,63.64,68.38,"4",47.991,"Present","Medium Risk"
"Mechanical Engineer","Education","UK",2025,32.5,28.72,25.36,40048.14,-24.38,-2.53,10.23,85.64,"3",27.922,"Future","Low Risk"
"Truck Driver","Transportation","USA",2026,72.73,71.18,96.7,142864.99,2.27,-2.98,83.53,17.3,"5",58.783,"Future","High Risk"
"Teacher","Technology","Singapore",2026,18.96,17.14,27.97,145798.15,-5.53,9.8,42.15,31.85,"3",17.634,"Future","Low Risk"
"Truck Driver","Healthcare","Canada",2026,44.07,40.7,75.42,61986.47,10.36,7.72,17.14,63.49,"3",43.362,"Future","Medium Risk"
"Accountant","Education","Japan",2021,45.81,42.73,10.07,111178.24,-10.76,-7.73,74.58,94.54,"4",24.573,"Past","Medium Risk"
"Financial Analyst","Energy","Canada",2023,33.35,36.65,95.66,41739.23,-2.88,5.17,84.27,28.69,"4",42.902,"Present","Medium Risk"
"Financial Analyst","Retail","USA",2023,33.29,35.79,78.92,77998.83,3.23,6.17,89.82,70.13,"1",37.961,"Present","Medium Risk"
"Marketing Specialist","Retail","Singapore",2022,76.01,87.45,72.9,140069.73,0.1,18.48,55.21,0.88,"4",52.304,"Past","High Risk"
"Truck Driver","Energy","USA",2023,27.12,29.79,55.48,121314.97,-0.67,11.31,17.96,62.66,"1",27.693,"Present","Low Risk"
"Accountant","Energy","UK",2024,16.98,17.81,52.77,115466.05,-9.38,1.07,31.26,68.36,"3",25.437,"Present","Low Risk"
"Accountant","Transportation","Brazil",2020,43.47,44.18,32.3,130404.26,-8.09,10.38,76.82,43.09,"5",29.505,"Past","Medium Risk"
"Accountant","Healthcare","Singapore",2025,52.37,46.87,85.17,50800.24,5.14,-12.32,87.26,57.7,"1",48.041,"Future","Medium Risk"
"Teacher","Retail","India",2023,25.13,28.74,59.62,57881.64,18.76,11.62,71.25,72.4,"1",33.566,"Present","Low Risk"
"Software Engineer","Education","Germany",2026,62.7,70.85,60.77,33859.85,8.69,-10.8,79.18,63.91,"4",45.918,"Future","Medium Risk"
"Data Analyst","Transportation","USA",2022,64.58,63.89,53.18,34589.21,-2.73,9.6,98.06,20.21,"4",42.605,"Past","Medium Risk"
"Teacher","Technology","Germany",2020,27.74,27.57,66.05,82879.75,5.68,-15.98,96.25,96.2,"4",32.615,"Past","Low Risk"
"Teacher","Retail","Japan",2026,32.96,35.34,72.19,108410.06,1.02,-4.97,78.69,20.08,"5",35.147,"Future","Low Risk"
"Mechanical Engineer","Finance","UK",2023,34.37,30.3,88.69,133023.79,5.13,-1.51,42.76,68.62,"5",41.894,"Present","Medium Risk"
"Financial Analyst","Manufacturing","India",2021,44.54,44.04,88.13,106435.71,-4.08,2.23,94.01,15.34,"3",45.479,"Past","Medium Risk"
"Accountant","Education","Germany",2022,61.39,61.28,14.01,123198.67,20.52,5.11,49.73,41.24,"3",34.915,"Past","Medium Risk"
"Data Analyst","Transportation","USA",2020,20.98,21.5,15.98,116067.69,11.78,6.68,92.89,90.06,"5",16.72,"Past","Low Risk"
"Marketing Specialist","Finance","Brazil",2025,52.09,48.31,35.72,108304.33,-8.03,10.02,99.82,10.75,"3",33.961,"Future","Medium Risk"
"Financial Analyst","Technology","Brazil",2023,52.5,53.15,59.1,94051.78,0.19,8.84,28.75,18.29,"1",38.787,"Present","Medium Risk"
"Data Analyst","Energy","USA",2025,5,5.22,47.82,79957.41,10.77,5.73,16.36,54.41,"5",19.577,"Future","Low Risk"
"Teacher","Energy","India",2022,59.07,70.19,73.97,95773.75,14.01,8.66,70.47,41.7,"2",50.022,"Past","Medium Risk"
"Software Engineer","Energy","Japan",2025,22.57,23.72,41.24,77039.7,-4.94,14.02,68.04,87.34,"1",22.882,"Future","Low Risk"
"Software Engineer","Energy","Canada",2020,43.52,43.4,3.53,111788.71,-5.08,27.12,30.19,69.21,"3",19.991,"Past","Medium Risk"
"Customer Support Rep","Manufacturing","Singapore",2024,37.41,43.2,35.4,77975.57,-0.97,-9.98,71.24,30.28,"5",25.875,"Present","Medium Risk"
"Mechanical Engineer","Energy","Singapore",2023,59.13,61.98,37.24,67536.51,-6.29,21.4,74.59,50.75,"2",36.711,"Present","Medium Risk"
"HR Manager","Transportation","India",2025,15.87,18.93,8.6,49012.18,6.27,3.88,36.38,56.87,"1",10.809,"Future","Low Risk"
"Mechanical Engineer","Finance","India",2020,46.5,43.34,69.63,90175.48,-13.79,8.72,93.39,11.06,"5",43.626,"Past","Medium Risk"
"Software Engineer","Technology","Japan",2020,48.32,55.78,8.4,33450.24,10.99,-1.32,74.56,82.22,"1",25.145,"Past","Medium Risk"
"Truck Driver","Education","USA",2025,52.82,63.26,36.61,126645.98,-11.86,-1.29,40.3,19.27,"2",35.669,"Future","Medium Risk"
"Software Engineer","Education","USA",2021,9.04,8.55,14.68,90279.45,-0.73,0.05,96.22,35.88,"3",8.239,"Past","Low Risk"
"HR Manager","Energy","UK",2025,19.63,18.1,79.13,67639.09,12.76,-0.15,33.45,47.83,"2",35.419,"Future","Low Risk"
"Marketing Specialist","Healthcare","USA",2020,14.42,12.54,20.94,85629.79,-4.88,15.77,44.24,30.1,"1",13.514,"Past","Low Risk"
"Accountant","Energy","Australia",2024,32.43,31.18,89.94,32925.14,8.63,7.77,47.53,65.09,"5",42.543,"Present","Low Risk"
"Truck Driver","Retail","Japan",2025,66,61.74,13.74,56354.07,14.78,6.7,36.12,80.47,"3",34.956,"Future","Medium Risk"
"Customer Support Rep","Transportation","Australia",2024,46.64,39.58,53.38,143435.47,4.68,-21.03,50.62,45.74,"4",36.074,"Present","Medium Risk"
"HR Manager","Retail","UK",2022,25,24.23,49.69,119383.02,2.17,-5.9,69.6,38.28,"2",25.558,"Past","Low Risk"
"Teacher","Retail","UK",2020,48.44,52.52,46.51,70002.11,3.13,2.72,59.09,44.79,"3",34.268,"Past","Medium Risk"
"Data Analyst","Transportation","Canada",2020,62.52,72.78,27.27,73004.67,-0.31,16.84,35.92,96.22,"3",33.282,"Past","Medium Risk"
"Customer Support Rep","Energy","Canada",2020,40.19,41.97,42.79,84156.19,-2.92,0.27,25.03,74.96,"3",29.789,"Past","Medium Risk"
"Data Analyst","Manufacturing","Germany",2023,48.84,54.59,69.93,45445.25,13.29,-4.61,22.64,17.05,"5",44.502,"Present","Medium Risk"
"Customer Support Rep","Energy","Singapore",2026,86.36,80.56,66.56,133049.82,3.59,-0.62,26.94,58.02,"4",55.589,"Future","High Risk"
"Marketing Specialist","Energy","Singapore",2024,47.29,48.42,64.98,132107.05,4.09,-11.9,40.3,31.87,"1",39.637,"Present","Medium Risk"
"Teacher","Technology","Brazil",2022,11.43,11.88,97.25,121350.76,8.11,-4.66,36.76,75.36,"3",36.18,"Past","Low Risk"
"Truck Driver","Finance","Japan",2022,84.85,79.22,0.22,66602.1,5.05,-7.51,36.11,3.6,"5",35.521,"Past","High Risk"
"Software Engineer","Education","Brazil",2022,37.19,42.77,45.13,75155.7,-4.1,-6.69,39.78,99.49,"5",29.645,"Past","Medium Risk"
"Teacher","Finance","Canada",2022,12.13,10.87,6.86,132890.2,13.43,1.25,72.29,92.8,"5",10.939,"Past","Low Risk"
"Marketing Specialist","Technology","Brazil",2020,11.66,10.3,70.2,100226.85,6.76,22.43,62.29,93.26,"2",27.752,"Past","Low Risk"
"Mechanical Engineer","Transportation","UK",2022,74.49,60.72,41.37,91268.47,-4.55,3.56,52.51,97.57,"1",43.572,"Past","High Risk"
"Mechanical Engineer","Energy","Canada",2022,15.05,16.96,19.57,99215.39,-15.81,-6.83,88.34,97.35,"3",16.634,"Past","Low Risk"
"Software Engineer","Transportation","Germany",2021,27.07,28.59,55.64,39230.59,-15.92,-3.72,98.7,8.52,"3",32.296,"Past","Low Risk"
"Mechanical Engineer","Manufacturing","Australia",2021,28.83,32.95,41.5,100109.65,-3.46,0.62,24.11,49.75,"4",25.02,"Past","Low Risk"
"Marketing Specialist","Finance","India",2020,67.18,60.92,14.23,79190.6,20.8,5.49,82.6,74.62,"1",37.381,"Past","High Risk"
"Software Engineer","Education","India",2024,5.21,5.13,7.87,104382.64,3.72,3.36,73.9,0.4,"3",5.561,"Present","Low Risk"
"Teacher","Transportation","Brazil",2024,29.93,24.15,29.43,112259.06,7.19,11.14,91.9,36.58,"5",22.958,"Present","Low Risk"
